Roost,Roost size,Latitude,Longitude,Level,Distance ,Position,Region,Installation date,Installation time(end),Approach n,Approach start,Approach end,Approach date,Approach type,Solving time,Species,ArtificialSurface%,Shannon index Artificial Surface,General Shannon index,Shannon index water,Shannon index natural terrestrial vegetation
Narrabundah,270,-35.336897,149.151536,2,10.4,Left,South,20230829,13:20,3,05:51:46,05:54:26,20230924,Attempt,NA,Cacatua galerita,12.12,0.25581167,1.13841243,0.3196711,0.31957769
Narrabundah,270,-35.336897,149.151536,2,10.4,Left,South,20230829,13:20,4,18:01:57,18:02:16,20230925,Attempt,NA,Cacatua galerita,12.12,0.25581167,1.13841243,0.3196711,0.31957769
Narrabundah,270,-35.336897,149.151536,2,10.4,Left,South,20230829,13:20,5,17:50:26,17:54:10,20231009,Attempt,NA,Cacatua galerita,12.12,0.25581167,1.13841243,0.3196711,0.31957769
Narrabundah,270,-35.337425,149.153887,3,16.3,Right,South,20230829,13:20,1,18:40:35,18:47:39,20230906,Attempt,NA,Cacatua galerita,12.12,0.25581167,1.13841243,0.3196711,0.31957769
Narrabundah,270,-35.337425,149.153887,3,16.3,Right,South,20230829,13:20,2,18:41:26,18:42:49,20230906,Attempt,NA,Cacatua galerita,12.12,0.25581167,1.13841243,0.3196711,0.31957769
Narrabundah,270,-35.337425,149.153887,3,16.3,Right,South,20230829,13:20,3,18:43:09,18:43:41,20230906,Attempt,NA,Cacatua galerita,12.12,0.25581167,1.13841243,0.3196711,0.31957769
Narrabundah,270,-35.337425,149.153887,3,16.3,Right,South,20230829,13:20,4,18:44:03,18:44:59,20230906,Presence,NA,Cacatua galerita,12.12,0.25581167,1.13841243,0.3196711,0.31957769
Narrabundah,270,-35.337425,149.153887,3,16.3,Right,South,20230829,13:20,5,18:45:16,18:46:40,20230906,Attempt,NA,Cacatua galerita,12.12,0.25581167,1.13841243,0.3196711,0.31957769
Narrabundah,270,-35.337425,149.153887,3,16.3,Right,South,20230829,13:20,6,18:55:53,19:21:20,20230908,Solving,19:15:17,Cacatua galerita,12.12,0.25581167,1.13841243,0.3196711,0.31957769
Telopea Park,320,-35.316269,149.136911,2,10.6,Left,South,20230816,11:50,1,13:28:45,13:29:49,20230817,Attempt,NA,Cacatua galerita,17.47,0.30482109,1.31710336,0.21056004,0.33612151
Telopea Park,320,-35.316269,149.136911,2,10.6,Left,South,20230816,11:50,2,10:14:41,10:15:28,20230820,Attempt,NA,Cacatua galerita,17.47,0.30482109,1.31710336,0.21056004,0.33612151
Telopea Park,320,-35.316269,149.136911,2,10.6,Left,South,20230816,11:50,3,09:40:51,09:45:36,20230825,Attempt,NA,Cacatua galerita,17.47,0.30482109,1.31710336,0.21056004,0.33612151
Telopea Park,320,-35.316269,149.136911,2,10.6,Left,South,20230816,11:50,4,07:22:11,07:23:03,20230829,Attempt,NA,Cacatua galerita,17.47,0.30482109,1.31710336,0.21056004,0.33612151
Telopea Park,320,-35.316269,149.136911,2,10.6,Left,South,20230816,11:50,5,11:45:28,11:46:57,20230831,Attempt,NA,Cacatua galerita,17.47,0.30482109,1.31710336,0.21056004,0.33612151
Telopea Park,320,-35.316269,149.136911,2,10.6,Left,South,20230816,11:50,6,11:23:09,11:44:54,20230902,Solving,11:24:51,Cacatua galerita,17.47,0.30482109,1.31710336,0.21056004,0.33612151
Yarralulma,280,-35.30691,149.101011,1,12.9,Center,South,20230824,11:50,1,10:26:48,10:27:36,20230830,Attempt,NA,Cacatua galerita,5.83,0.16570515,1.17500281,0.20923071,0.29716314
Yarralulma,280,-35.30691,149.101011,1,12.9,Center,South,20230824,11:50,2,10:28:28,10:29:55,20230830,Attempt,NA,Cacatua galerita,5.83,0.16570515,1.17500281,0.20923071,0.29716314
Yarralulma,280,-35.30691,149.101011,1,12.9,Center,South,20230824,11:50,3,10:53:57,11:14:39,20230830,Solving,10:55:19,Cacatua galerita,5.83,0.16570515,1.17500281,0.20923071,0.29716314
Yarralulma,280,-35.307398,149.101357,3,16,Right,South,20230824,11:50,1,16:09:55,16:10:38,20230825,Attempt,NA,Cacatua galerita,5.83,0.16570515,1.17500281,0.20923071,0.29716314
Yarralulma,280,-35.307398,149.101357,3,16,Right,South,20230824,11:50,2,11:21:21,11:21:32,20230901,Attempt,NA,Cacatua galerita,5.83,0.16570515,1.17500281,0.20923071,0.29716314
Yarralulma,280,-35.307398,149.101357,3,16,Right,South,20230824,11:50,3,11:21:34,11:32:14,20230901,Solving,11:25:41,Cacatua galerita,5.83,0.16570515,1.17500281,0.20923071,0.29716314
Yarralulma,280,-35.306828,149.100369,2,20.1,Left,South,20230824,11:50,1,18:42:35,18:44:04,20230829,Attempt,NA,Cacatua galerita,5.83,0.16570515,1.17500281,0.20923071,0.29716314
Yarralulma,280,-35.306828,149.100369,2,20.1,Left,South,20230824,11:50,2,10:57:58,11:01:03,20230903,Attempt,NA,Cacatua galerita,5.83,0.16570515,1.17500281,0.20923071,0.29716314
Yarralulma,280,-35.306828,149.100369,2,20.1,Left,South,20230824,11:50,3,10:39:00,10:39:34,20230906,Attempt,NA,Cacatua galerita,5.83,0.16570515,1.17500281,0.20923071,0.29716314
Yarralulma,280,-35.306828,149.100369,2,20.1,Left,South,20230824,11:50,4,17:38:41,17:39:48,20230912,Presence,NA,Cacatua galerita,5.83,0.16570515,1.17500281,0.20923071,0.29716314
Yarralulma,280,-35.306828,149.100369,2,20.1,Left,South,20230824,11:50,5,17:55:47,17:55:49,20230913,Presence,NA,Cacatua galerita,5.83,0.16570515,1.17500281,0.20923071,0.29716314
Yarralulma,280,-35.306828,149.100369,2,20.1,Left,South,20230824,11:50,6,18:07:47,18:15:36,20231013,Attempt,NA,Cacatua galerita,5.83,0.16570515,1.17500281,0.20923071,0.29716314
Yarralulma,280,-35.306828,149.100369,2,20.1,Left,South,20230824,11:50,7,18:17:29,18:19:56,20231013,Attempt,NA,Cacatua galerita,5.83,0.16570515,1.17500281,0.20923071,0.29716314
